"oil_spill_id","From","jiv_number","date_reported","date_spill","date_spill_clean","jiv_date","facility_equipment/incident_site","area/terrain","cause","volume","cleanup_status","comments","lga","jiv_lookup_id","JIV.Asset.Id","JIV.Url","JIV.Cause.Verified","JIV.Location.Verified","JIV.Comment","Included","Monitors manual changes","JIV Location - reconstructed to monior manual changes in split data","Location.Type","Location.Unit","Lat/Northing","Long/Easting","Area","Area Unit","photo_lookup_id","Photo.Asset.Id","Photo.Url","Photo.Damage.Followup","map.type","map.description","map.lat","map.lon","Photo.Damage"
"1390","eni","SAR-116-164-120","","4/28/15","","","14'' Ogboinbiri/Tebidaba    pipeline","SAR","Oil theft","2","","","Southern Ijaw","1390jiv","2582","https://decoder.blob.core.windows.net/oil-spill-assets/data/2582.pdf","2015-04-28 - 2015-04-28 - Third party interference","NEMB - DMS - {degrees:04,minutes:42,seconds:36.3} - {degrees:005,minutes:58,seconds:13.1}","Unknown person(s) installed 3""nipple on the pipeline at 12 o'clock for crude oil theft activities ","Y","No change","NEMB - DMS - {degrees:04,minutes:42,seconds:36.3} - {degrees:005,minutes:58,seconds:13.1}","NEMB","DMS","{degrees:04,minutes:42,seconds:36.3}","{degrees:005,minutes:58,seconds:13.1}","","","1390photo","2614","https://decoder.blob.core.windows.net/oil-spill-assets/data/2614.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.7101,5.9703,
"1391","eni","SAR-218-302-858","","4/9/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","2","","","Southern Ijaw","1391jiv","2583","https://decoder.blob.core.windows.net/oil-spill-assets/data/2583.pdf","2014-04-09 - 2014-04-09 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:30,seconds:25.0} - {degrees:006,minutes:02,seconds:57.1}","","Y","No change","NEMB - DMS - {degrees:04,minutes:30,seconds:25.0} - {degrees:006,minutes:02,seconds:57.1}","NEMB","DMS","{degrees:04,minutes:30,seconds:25.0}","{degrees:006,minutes:02,seconds:57.1}","","","1391photo","2615","https://decoder.blob.core.windows.net/oil-spill-assets/data/2615.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5069,6.0492,
"1392","eni","SAR-175-273-148","","6/24/15","","","14'' Ogboinbiri/Tebidaba    pipeline","SAR","Hacksaw cut","5","","","Southern Ijaw","1392jiv","2588","https://decoder.blob.core.windows.net/oil-spill-assets/data/2588.pdf","2015-06-24 - 2015-06-24 - Third party interference - Sawing","NEMB - DMS - {degrees:04,minutes:43,seconds:14.0} - {degrees:005,minutes:58,seconds:17.4}","","Y","No change","NEMB - DMS - {degrees:04,minutes:43,seconds:14.0} - {degrees:005,minutes:58,seconds:17.4}","NEMB","DMS","{degrees:04,minutes:43,seconds:14.0}","{degrees:005,minutes:58,seconds:17.4}","","","1392photo","2621","https://decoder.blob.core.windows.net/oil-spill-assets/data/2621.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.7206,5.9715,
"1393","eni","SAR-138-241-261","","9/25/16","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","6","","","Southern Ijaw","1393jiv","2589","https://decoder.blob.core.windows.net/oil-spill-assets/data/2589.pdf","2016-09-25 - 2016-09-25 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:30,seconds:58.1} - {degrees:006,minutes:01,seconds:34.0}","","Y","No change","NEMB - DMS - {degrees:04,minutes:30,seconds:58.1} - {degrees:006,minutes:01,seconds:34.0}","NEMB","DMS","{degrees:04,minutes:30,seconds:58.1}","{degrees:006,minutes:01,seconds:34.0}","","","1393photo","2622","https://decoder.blob.core.windows.net/oil-spill-assets/data/2622.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5161,6.0261,
"1394","eni","SAR-177-304-653","","11/26/16","","","Pirigbene well 2TBG","SAR","Vandalization","4","","","Southern Ijaw","1394jiv","2591","https://decoder.blob.core.windows.net/oil-spill-assets/data/2591.pdf","2016-11-26 - 2016-11-27 - Third party interference","NEMB - DMS - {degrees:04,minutes:36,seconds:45.0} - {degrees:006,minutes:12,seconds:16.1} - 1782.3 - met","Section of well head choke has flung away by unknown person(s) thereby causing ahole on the choke","Y","No change","NEMB - DMS - {degrees:04,minutes:36,seconds:45.0} - {degrees:006,minutes:12,seconds:16.1} - 1782.3 - met","NEMB","DMS","{degrees:04,minutes:36,seconds:45.0}","{degrees:006,minutes:12,seconds:16.1}","1782.3","met","1394photo","2624","https://decoder.blob.core.windows.net/oil-spill-assets/data/2624.pdf","Other","WGS84","Converted from Degrees Minutes Seconds",4.6125,6.2045,
"1395","eni","LAR-153-568-783","","7/15/14","","","Oshie 15 Well Location","LAR","Vandalization","2.5","","","Ahoada West","1395jiv","2593","https://decoder.blob.core.windows.net/oil-spill-assets/data/2593.pdf","2014-07-15 - 2014-07-19 - Third party interference","NEMB - DMS - {degrees:05,minutes:05,seconds:41.9} - {degrees:006,minutes:27,seconds:37.5}","Unknown person(s) chiseled a section of the oil trap along the perimeter drain and caused contained crude oil to spill into the surrounding vegetation","Y","No change","NEMB - DMS - {degrees:05,minutes:05,seconds:41.9} - {degrees:006,minutes:27,seconds:37.5}","NEMB","DMS","{degrees:05,minutes:05,seconds:41.9}","{degrees:006,minutes:27,seconds:37.5}","","","1395photo","2625","https://decoder.blob.core.windows.net/oil-spill-assets/data/2625.pdf","Irregular","WGS84","Converted from Degrees Minutes Seconds",5.095,6.4604,
"1396","eni","SAR-107-174-102","","7/29/16","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","100","","","Southern Ijaw","1396jiv","2595","https://decoder.blob.core.windows.net/oil-spill-assets/data/2595.pdf","2016-07-29 - 2016-07-29 - Third party interference - Sawing","NEMB - DMS - {degrees:04,minutes:30,seconds:34.6} - {degrees:006,minutes:02,seconds:16.4}","","Y","No change","NEMB - DMS - {degrees:04,minutes:30,seconds:34.6} - {degrees:006,minutes:02,seconds:16.4}","NEMB","DMS","{degrees:04,minutes:30,seconds:34.6}","{degrees:006,minutes:02,seconds:16.4}","","","1396photo","2626","https://decoder.blob.core.windows.net/oil-spill-assets/data/2626.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5096,6.0379,
"1397","eni","LAR-221-778-103","","10/23/14","","","6''Umuoru 3,4 & 6","LAR","Road Traffic Accident","5","","","Ogba/Ndoni/Egbema","1397jiv","2594","https://decoder.blob.core.windows.net/oil-spill-assets/data/2594.pdf","2014-10-18 - 2014-10-23 - Other","NEMB - DMS - {degrees:05,minutes:23,seconds:18.6} - {degrees:006,minutes:32,seconds:59.5}","A truck loaded with timbers somersaulted and discharged timbers on the facilities and damaged the needle valve on the flowline; Timber truck somersault","Y","No change","NEMB - DMS - {degrees:05,minutes:23,seconds:18.6} - {degrees:006,minutes:32,seconds:59.5}","NEMB","DMS","{degrees:05,minutes:23,seconds:18.6}","{degrees:006,minutes:32,seconds:59.5}","","","1397photo","2627","https://decoder.blob.core.windows.net/oil-spill-assets/data/2627.pdf","Other","WGS84","Converted from Degrees Minutes Seconds",5.3885,6.5499,
"1398","eni","SAR-161-272-122","","10/25/16","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","18","","","Southern Ijaw","1398jiv","2596","https://decoder.blob.core.windows.net/oil-spill-assets/data/2596.pdf","2016-10-25 - 2016-10-25 - Third party interference - Sawing","NEMB - DMS - {degrees:04,minutes:30,seconds:15.9} - {degrees:006,minutes:03,seconds:28.1}","Unknown person(s) cut off a previously repaired point at 12 o'clock position for crude oil theft activities.","Y","No change","NEMB - DMS - {degrees:04,minutes:30,seconds:15.9} - {degrees:006,minutes:03,seconds:28.1}","NEMB","DMS","{degrees:04,minutes:30,seconds:15.9}","{degrees:006,minutes:03,seconds:28.1}","","","1398photo","2630","https://decoder.blob.core.windows.net/oil-spill-assets/data/2630.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5044,6.0578,
"1399","eni","LAR-114-314-665","","7/28/15","","","Taylor Creek 2S flowline","LAR","Hacksaw cut","9.2","","","Yenagoa","1399jiv","2616","https://decoder.blob.core.windows.net/oil-spill-assets/data/2616.pdf","2015-07-28 - 2015-08-01 - Third party interference - Sawing","NEMB - DMS - {degrees:05,minutes:08,seconds:14.9} - {degrees:006,minutes:26,seconds:58.7}","","Y","No change","NEMB - DMS - {degrees:05,minutes:08,seconds:14.9} - {degrees:006,minutes:26,seconds:58.7}","NEMB","DMS","{degrees:05,minutes:08,seconds:14.9}","{degrees:006,minutes:26,seconds:58.7}","","","1399photo","2641","https://decoder.blob.core.windows.net/oil-spill-assets/data/2641.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",5.1375,6.4496,
"1400","eni","SAR-174-238-415","","3/18/14","","","10'' Clough Creek/Tebidaba Pipeline","SAR","Oil theft","2","","","Ekeremor","1400jiv","2617","https://decoder.blob.core.windows.net/oil-spill-assets/data/2617.pdf","2014-03-18 - 2014-03-18 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:47,seconds:33.2} - {degrees:005,minutes:45,seconds:00.2}","Note added next to 'Third Party Interference': ""Oil theft."" ","Y","No change","NEMB - DMS - {degrees:04,minutes:47,seconds:33.2} - {degrees:005,minutes:45,seconds:00.2}","NEMB","DMS","{degrees:04,minutes:47,seconds:33.2}","{degrees:005,minutes:45,seconds:00.2}","","","1400photo","2642","https://decoder.blob.core.windows.net/oil-spill-assets/data/2642.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.7926,5.7501,
"1401","eni","SAR-119-167-663","","2/18/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","6","","","Southern Ijaw","1401jiv","2618","https://decoder.blob.core.windows.net/oil-spill-assets/data/2618.pdf","2014-02-18 - 2014-02-18 - Third party interference","NEMB - DMS - {degrees:04,minutes:32,seconds:49.3} - {degrees:005,minutes:56,seconds:37.1}","Unknown person(s) installed 6"" valve at 12 o'clock position on the delivery line for crude oil theft activities. ","Y","No change","NEMB - DMS - {degrees:04,minutes:32,seconds:49.3} - {degrees:005,minutes:56,seconds:37.1}","NEMB","DMS","{degrees:04,minutes:32,seconds:49.3}","{degrees:005,minutes:56,seconds:37.1}","","","1401photo","2643","https://decoder.blob.core.windows.net/oil-spill-assets/data/2643.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.547,5.9436,
"1402","eni","SAR-319-427-778","","5/15/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","5.5","","","Southern Ijaw","1402jiv","2628","https://decoder.blob.core.windows.net/oil-spill-assets/data/2628.pdf","2014-05-15 - 2014-05-15 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:32,seconds:18.7} - {degrees:006,minutes:01,seconds:01.1}","Unknown persons installed 3"" valve at 12 o'clock position on the facility for oil theft activities ","Y","No change","NEMB - DMS - {degrees:04,minutes:32,seconds:18.7} - {degrees:006,minutes:01,seconds:01.1}","NEMB","DMS","{degrees:04,minutes:32,seconds:18.7}","{degrees:006,minutes:01,seconds:01.1}","","","1402photo","2649","https://decoder.blob.core.windows.net/oil-spill-assets/data/2649.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5385,6.017,
"1403","eni","SAR-261-416-986","","11/13/15","","","Taylor Creek 2Ls flowline","LAR","Hacksaw cut","15,406","","","Yenagoa","1403jiv","2629","https://decoder.blob.core.windows.net/oil-spill-assets/data/2629.pdf","2015-11-02 - 2015-11-04 - Equipment failure - Corrosion","NEMB - DMS - {degrees:04,minutes:49,seconds:31.4} - {degrees:005,minutes:58,seconds:19.2}","The team observed 5mm long rupture due to sand erosion from the well","Y","No change","NEMB - DMS - {degrees:04,minutes:49,seconds:31.4} - {degrees:005,minutes:58,seconds:19.2}","NEMB","DMS","{degrees:04,minutes:49,seconds:31.4}","{degrees:005,minutes:58,seconds:19.2}","","","1403photo","2650","https://decoder.blob.core.windows.net/oil-spill-assets/data/2650.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.8254,5.972,
"1404","eni","SAR_025_039-992","","1/29/16","","","24'' Brass Manifold/Brass    SAR pipeline","SAR","Use of explosive","24.29","","","Nembe","1404jiv","2644","https://decoder.blob.core.windows.net/oil-spill-assets/data/2644.pdf","2016-01-29 - 2016-01-29 - Third party interference - Blasting","NEMB - DMS - {degrees:04,minutes:23,seconds:33.8} - {degrees:006,minutes:17,seconds:30.9}","","Y","No change","NEMB - DMS - {degrees:04,minutes:23,seconds:33.8} - {degrees:006,minutes:17,seconds:30.9}","NEMB","DMS","{degrees:04,minutes:23,seconds:33.8}","{degrees:006,minutes:17,seconds:30.9}","","","1404photo","2667","https://decoder.blob.core.windows.net/oil-spill-assets/data/2667.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.3927,6.2919,
"1405","eni","SAR-126-211-148","","8/29/16","","","API skimmer tank pump","SAR","Equipment failure","13.6","","","Nembe","1405jiv","2645","https://decoder.blob.core.windows.net/oil-spill-assets/data/2645.pdf","2016-08-29 - 2016-08-30 - Equipment failure","NEMB - DMS - {degrees:04,minutes:37,seconds:48.3} - {degrees:006,minutes:15,seconds:55.9}","The incident occured due to the failure of the APP skimmer tank transfer pump","Y","No change","NEMB - DMS - {degrees:04,minutes:37,seconds:48.3} - {degrees:006,minutes:15,seconds:55.9}","NEMB","DMS","{degrees:04,minutes:37,seconds:48.3}","{degrees:006,minutes:15,seconds:55.9}","","","1405photo","2668","https://decoder.blob.core.windows.net/oil-spill-assets/data/2668.pdf","Not enough details","WGS84","Converted from Degrees Minutes Seconds",4.6301,6.2655,
"1406","eni","SAR-050-032-118","","1/16/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","4","","","Southern Ijaw","1406jiv","2648","https://decoder.blob.core.windows.net/oil-spill-assets/data/2648.pdf","2014-01-16 - 2014-01-16 - Third party interference","NEMB - DMS - {degrees:04,minutes:32,seconds:49.3} - {degrees:005,minutes:56,seconds:36.3}","Unknown person(s) installed 8""valve and 10"" valve respectivily on the facility at 12 o'clock position for oil theft activities. Distance between the points is 6 meters apart. ","Y","No change","NEMB - DMS - {degrees:04,minutes:32,seconds:49.3} - {degrees:005,minutes:56,seconds:36.3}","NEMB","DMS","{degrees:04,minutes:32,seconds:49.3}","{degrees:005,minutes:56,seconds:36.3}","","","1406photo","2673","https://decoder.blob.core.windows.net/oil-spill-assets/data/2673.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.547,5.9434,
"1407","eni","SAR-522-723-563","","9/24/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","1","","","Southern Ijaw","1407jiv","2651","https://decoder.blob.core.windows.net/oil-spill-assets/data/2651.pdf","2014-09-24 - 2014-09-24 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:32,seconds:59.4} - {degrees:005,minutes:56,seconds:07.1}","","Y","No change","NEMB - DMS - {degrees:04,minutes:32,seconds:59.4} - {degrees:005,minutes:56,seconds:07.1}","NEMB","DMS","{degrees:04,minutes:32,seconds:59.4}","{degrees:005,minutes:56,seconds:07.1}","","","1407photo","2677","https://decoder.blob.core.windows.net/oil-spill-assets/data/2677.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5498,5.9353,
"1408","eni","SAR-398-538-403","","6/28/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","1","","","Southern Ijaw","1408jiv","2652","https://decoder.blob.core.windows.net/oil-spill-assets/data/2652.pdf","2014-06-28 - 2014-06-28 - Drilling","NEMB - DMS - {degrees:04,minutes:30,seconds:20.3} - {degrees:006,minutes:03,seconds:16.1}","Unknown person(s) cut open the cone valve from previously repaired point where 4'' nipple was installed","Y","No change","NEMB - DMS - {degrees:04,minutes:30,seconds:20.3} - {degrees:006,minutes:03,seconds:16.1}","NEMB","DMS","{degrees:04,minutes:30,seconds:20.3}","{degrees:006,minutes:03,seconds:16.1}","","","1408photo","2678","https://decoder.blob.core.windows.net/oil-spill-assets/data/2678.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5056,6.0545,
"1409","eni","LAR-249-883-144","","12/28/14","","","Obiafu 14Ls flowline","LAR","Equipment failure","22.15","","","Ogba/Ndoni/Egbema","1409jiv","2663","https://decoder.blob.core.windows.net/oil-spill-assets/data/2663.pdf","2014-12-28 - 2015-01-07 - Equipment failure","NEMB - DMS - {degrees:05,minutes:23,seconds:14.6} - {degrees:006,minutes:33,seconds:30.9}","Faulty ring joint & flange groove on the facility;  Date of incident is given as 28/12/14, and date of first investigation as 7/1/14 (and date of second/subsequent investigation as 9/1/14)","Y","No change","NEMB - DMS - {degrees:05,minutes:23,seconds:14.6} - {degrees:006,minutes:33,seconds:30.9}","NEMB","DMS","{degrees:05,minutes:23,seconds:14.6}","{degrees:006,minutes:33,seconds:30.9}","","","1409photo","2689","https://decoder.blob.core.windows.net/oil-spill-assets/data/2689.pdf","Other","WGS84","Converted from Degrees Minutes Seconds",5.3874,6.5586,
"1410","eni","SAR-595-826-140","","11/25/14","","","18'' Tebidaba/Brass pipeline riser","SAR","Use of explosive","290","","","Southern Ijaw","1410jiv","2664","https://decoder.blob.core.windows.net/oil-spill-assets/data/2664.pdf","2014-04-25 - 2014-04-25 - Third party interference - Blasting","NEMB - DMS - {degrees:04,minutes:30,seconds:32.0} - {degrees:006,minutes:02,seconds:26.6}","","Y","No change","NEMB - DMS - {degrees:04,minutes:30,seconds:32.0} - {degrees:006,minutes:02,seconds:26.6}","NEMB","DMS","{degrees:04,minutes:30,seconds:32.0}","{degrees:006,minutes:02,seconds:26.6}","","","1410photo","2690","https://decoder.blob.core.windows.net/oil-spill-assets/data/2690.pdf","Not enough details","WGS84","Converted from Degrees Minutes Seconds",4.5089,6.0407,
"1411","eni","SAR-469-639-129","","8/21/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","8","","","Southern Ijaw","1411jiv","2665","https://decoder.blob.core.windows.net/oil-spill-assets/data/2665.pdf","2014-08-21 - 2014-08-21 - Third party interference","NEMB - DMS - {degrees:04,minutes:31,seconds:47.1} - {degrees:006,minutes:00,seconds:01.5}","Unknown person(s) installed 2'valve on the facility at 12 o'clock position for crude oil theft activities","Y","No change","NEMB - DMS - {degrees:04,minutes:31,seconds:47.1} - {degrees:006,minutes:00,seconds:01.5}","NEMB","DMS","{degrees:04,minutes:31,seconds:47.1}","{degrees:006,minutes:00,seconds:01.5}","","","1411photo","2691","https://decoder.blob.core.windows.net/oil-spill-assets/data/2691.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5298,6.0004,
"1412","eni","SAR-223-310-123","","4/11/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","3","","","Southern Ijaw","1412jiv","2666","https://decoder.blob.core.windows.net/oil-spill-assets/data/2666.pdf","2014-04-11 - 2014-04-11 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:30,seconds:44.6} - {degrees:006,minutes:01,seconds:55.4}","","Y","No change","NEMB - DMS - {degrees:04,minutes:30,seconds:44.6} - {degrees:006,minutes:01,seconds:55.4}","NEMB","DMS","{degrees:04,minutes:30,seconds:44.6}","{degrees:006,minutes:01,seconds:55.4}","","","1412photo","2692","https://decoder.blob.core.windows.net/oil-spill-assets/data/2692.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5124,6.0321,
"1413","eni","SAR-181-280-309","","6/29/15","","","10'' Clough Creek/Tebidaba    Pipeline","SAR","Oil theft","7","","","Southern Ijaw","1413jiv","2670","https://decoder.blob.core.windows.net/oil-spill-assets/data/2670.pdf","2015-06-29 - 2015-06-29 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:46,seconds:15.5} - {degrees:005,minutes:47,seconds:30.2}","","Y","No change","NEMB - DMS - {degrees:04,minutes:46,seconds:15.5} - {degrees:005,minutes:47,seconds:30.2}","NEMB","DMS","{degrees:04,minutes:46,seconds:15.5}","{degrees:005,minutes:47,seconds:30.2}","","","1413photo","2697","https://decoder.blob.core.windows.net/oil-spill-assets/data/2697.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.771,5.7917,
"1414","eni","LAR-130-307-104","","11/28/16","","","Taylor Creek 2Ss flowline","LAR","Hacksaw cut","2","","","Yenagoa","1414jiv","2671","https://decoder.blob.core.windows.net/oil-spill-assets/data/2671.pdf","2016-11-28 - 2016-11-30 - Third party interference - Sawing","NEMB - DMS - {degrees:05,minutes:09,seconds:40.4} - {degrees:006,minutes:26,seconds:17.2}","","Y","No change","NEMB - DMS - {degrees:05,minutes:09,seconds:40.4} - {degrees:006,minutes:26,seconds:17.2}","NEMB","DMS","{degrees:05,minutes:09,seconds:40.4}","{degrees:006,minutes:26,seconds:17.2}","","","1414photo","2698","https://decoder.blob.core.windows.net/oil-spill-assets/data/2698.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",5.1612,6.4381,
"1415","eni","SAR-424-579-895","","7/18/14","","","10'' Clough Creek/Tebidaba Pipeline","SAR","Oil theft","2","","","Southern Ijaw","1415jiv","2672","https://decoder.blob.core.windows.net/oil-spill-assets/data/2672.pdf","2014-07-18 - 2014-07-26 - Third party interference","NEMB - DMS - {degrees:04,minutes:49,seconds:38.6} - {degrees:005,minutes:42,seconds:23.1}","","Y","No change","NEMB - DMS - {degrees:04,minutes:49,seconds:38.6} - {degrees:005,minutes:42,seconds:23.1}","NEMB","DMS","{degrees:04,minutes:49,seconds:38.6}","{degrees:005,minutes:42,seconds:23.1}","","","1415photo","2699","https://decoder.blob.core.windows.net/oil-spill-assets/data/2699.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.8274,5.7064,
"1416","eni","SAR-108-176-551","","7/31/16","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","2","","","Southern Ijaw","1416jiv","2675","https://decoder.blob.core.windows.net/oil-spill-assets/data/2675.pdf","2016-07-31 - 2016-07-31 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:31,seconds:35.4} - {degrees:005,minutes:59,seconds:48.5}","2"" valve was installed on the facility at 12 o'clock position for crude oil theft activities. ","Y","No change","NEMB - DMS - {degrees:04,minutes:31,seconds:35.4} - {degrees:005,minutes:59,seconds:48.5}","NEMB","DMS","{degrees:04,minutes:31,seconds:35.4}","{degrees:005,minutes:59,seconds:48.5}","","","1416photo","2700","https://decoder.blob.core.windows.net/oil-spill-assets/data/2700.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5265,5.9968,
"1417","eni","SAR-559-780-138","","10/23/14","","","10'' Clough Creek/Tebidaba Pipeline","SAR","Oil theft","5","","","Southern Ijaw","1417jiv","2674","https://decoder.blob.core.windows.net/oil-spill-assets/data/2674.pdf","2014-10-23 - 2014-10-23 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:44,seconds:59.9} - {degrees:005,minutes:49,seconds:21.9}","Unknown person(s) installed 3"" valve at 12 o'clock on the facility for crude oil theft activities ","Y","No change","NEMB - DMS - {degrees:04,minutes:44,seconds:59.9} - {degrees:005,minutes:49,seconds:21.9}","NEMB","DMS","{degrees:04,minutes:44,seconds:59.9}","{degrees:005,minutes:49,seconds:21.9}","","","1417photo","2701","https://decoder.blob.core.windows.net/oil-spill-assets/data/2701.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.75,5.8228,
"1418","eni","SAR-160-271-120","","10/25/16","","","10'' Clough Creek/Tebidaba Pipeline","SAR","Corrosion","60","","","Southern Ijaw","1418jiv","2676","https://decoder.blob.core.windows.net/oil-spill-assets/data/2676.pdf","2016-10-25 - 2016-10-25 - Corrosion - Corrosion","NEMB - DMS - {degrees:04,minutes:40,seconds:54.0} - {degrees:005,minutes:54,seconds:01.1}","Facility corrosion was adduced to have resulted from pitting corrosion due to environment effect","Y","No change","NEMB - DMS - {degrees:04,minutes:40,seconds:54.0} - {degrees:005,minutes:54,seconds:01.1}","NEMB","DMS","{degrees:04,minutes:40,seconds:54.0}","{degrees:005,minutes:54,seconds:01.1}","","","1418photo","2704","https://decoder.blob.core.windows.net/oil-spill-assets/data/2704.pdf","Irregular; Corrosion","WGS84","Converted from Degrees Minutes Seconds",4.6817,5.9003,
"1419","eni","LAR-115-315-111","","7/28/15","","","Taylor Creek 2S flowline","LAR","Hacksaw cut","13","","","Yenagoa","1419jiv","2693","https://decoder.blob.core.windows.net/oil-spill-assets/data/2693.pdf","2015-07-28 - 2015-08-02 - Third party interference - Sawing","NEMB - DMS - {degrees:05,minutes:07,seconds:46.6} - {degrees:006,minutes:27,seconds:20.2}","","Y","No change","NEMB - DMS - {degrees:05,minutes:07,seconds:46.6} - {degrees:006,minutes:27,seconds:20.2}","NEMB","DMS","{degrees:05,minutes:07,seconds:46.6}","{degrees:006,minutes:27,seconds:20.2}","","","1419photo","2715","https://decoder.blob.core.windows.net/oil-spill-assets/data/2715.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",5.1296,6.4556,
"1420","eni","LAR-067-241-852","","3/18/14","","","Ebocha 6Ls & Ss flowline","LAR","Drilled hole","2.68","","","Ogba/Ndoni/Egbema","1420jiv","2694","https://decoder.blob.core.windows.net/oil-spill-assets/data/2694.pdf","2014-03-18 - 2014-03-23 - Third party interference","NEMB - DMS - {degrees:05,minutes:27,seconds:17.3} - {degrees:006,minutes:41,seconds:25.3}","About 5mm drilled hole at 12 O'clock position observed on the 4"" flowline ","Y","No change","NEMB - DMS - {degrees:05,minutes:27,seconds:17.3} - {degrees:006,minutes:41,seconds:25.3}","NEMB","DMS","{degrees:05,minutes:27,seconds:17.3}","{degrees:006,minutes:41,seconds:25.3}","","","1420photo","2716","https://decoder.blob.core.windows.net/oil-spill-assets/data/2716.pdf","Circular","WGS84","Converted from Degrees Minutes Seconds",5.4548,6.6904,
"1421","eni","SAR-120-168-141","","2/18/14","","","24'' Ogoda/Brass Pipeline","SAR","Equipment failure","134.9","","","Ogbia","1421jiv","2695","https://decoder.blob.core.windows.net/oil-spill-assets/data/2695.pdf","2014-02-18 - 2014-02-19 - Equipment failure","NEMB - DMS - {degrees:04,minutes:36,seconds:35.7} - {degrees:006,minutes:23,seconds:31.8}","The investigation was inconclusive because of community issues; Equipment failure from a previously drilled point that was repaired with cement coating. The area contains fishing ponds and farmland.","Y","No change","NEMB - DMS - {degrees:04,minutes:36,seconds:35.7} - {degrees:006,minutes:23,seconds:31.8}","NEMB","DMS","{degrees:04,minutes:36,seconds:35.7}","{degrees:006,minutes:23,seconds:31.8}","","","1421photo","2717","https://decoder.blob.core.windows.net/oil-spill-assets/data/2717.pdf","Not enough details","WGS84","Converted from Degrees Minutes Seconds",4.6099,6.3922,
"1422","eni","SAR-321-429-602","","5/16/14","","","18'' Tebidaba/Brass Pipeline","SAR","Oil theft","8","","","Southern Ijaw","1422jiv","2702","https://decoder.blob.core.windows.net/oil-spill-assets/data/2702.pdf","2014-05-16 - 2014-05-16 - Third party interference - Drilling","NEMB - DMS - {degrees:04,minutes:31,seconds:03.9} - {degrees:006,minutes:01,seconds:24.9}","Third party cut off previously repaired oil theft point.","Y","No change","NEMB - DMS - {degrees:04,minutes:31,seconds:03.9} - {degrees:006,minutes:01,seconds:24.9}","NEMB","DMS","{degrees:04,minutes:31,seconds:03.9}","{degrees:006,minutes:01,seconds:24.9}","","","1422photo","2722","https://decoder.blob.core.windows.net/oil-spill-assets/data/2722.pdf","N/A","WGS84","Converted from Degrees Minutes Seconds",4.5178,6.0236,
